tot_income,tot_expenditure,education_expenditure
371591,99727,1850
450000,124112,0
289952,72478,13900
334274,176608,14239
43737,36944,0
614400,267171,76700
155900,77354,0
468782,211555,11400
35290,29690,0
247145,70690,43950
1041298,224051,59900
129898,62301,0
113100,43615,0
197948,144470,1020
65890,44956,0
58892,23432,0
95580,47810,0
285066,75802,60400
365297,160576,22969
103149,63711,20
594499,131820,80000
78133,23728,0
259820,78327,6525
94890,44964,0
648488,157610,18740
99390,58897,675
402624,86848,0
458119,121706,44650
74843,36052,0
292638,95348,1285
108104,75939,500
128881,52605,0
102006,45599,0
61159,75699,2450
129530,45286,0
324550,147268,4950
288306,97679,0
161936,65580,38300
568150,197835,6360
89011,65539,463
171684,118684,350
29692,14098,0
63064,49563,6800
238810,131077,8671
980000,164338,72000
209615,105142,2690
89859,43597,0
56337,49052,0
77418,26244,0
125808,49197,995
106403,76270,0
115970,33222,1160
314836,96652,16500
377360,174465,16220
294200,130676,39900
48533,18076,0
257222,79806,350
101937,37000,0
164080,122594,0
116480,58170,16450
334160,68940,0
185303,65392,37570
126047,74629,1160
173578,68345,2100
373319,97259,2350
292994,71408,400
61504,33571,0
122145,83555,3500
52057,31030,710
142619,64780,7020
114395,72894,1384
259937,61870,14030
302176,85258,31700
189256,65021,1700
247144,115088,1025
367517,175079,7350
108313,61881,200
81842,23849,0
190465,66807,1300
44817,26726,0
453130,83440,0
118329,71696,8950
112015,58915,1514
90410,58236,1650
119238,91223,2160
267844,76367,1000
194564,89252,1350
84400,58269,1200
230993,109196,1700
134838,50930,695
142180,51919,7350
68711,38238,80
201872,104894,2375
352189,48004,0
126001,70703,490
193472,86990,1160
121864,55916,375
68495,51223,1812
213955,103564,44830
112142,64023,0
165055,71027,250
69403,33039,0
710545,105726,41500
177931,94706,480
423985,101279,15000
1980000,134080,155000
38667,19810,0
53479,34135,360
189423,49869,14190
86653,55798,658
273279,57041,9250
72000,40375,0
150953,95042,630
87066,45990,0
118453,58737,0
310252,97308,0
443951,114727,14000
40947,47083,165
102127,55250,950
160816,27496,0
264714,110051,0
1561487,312026,40700
121548,76557,1715
127748,55762,100
181268,81630,14450
33863,13178,0
101735,32947,0
516794,169036,54200
181786,80375,700
91544,50968,3500
89279,67051,2115
123750,44861,0
166682,59051,1740
297856,84474,11600
844470,188801,55250
27897,15753,0
210520,120905,11670
146999,70780,25400
348093,82894,0
695210,225635,45500
274920,145819,24165
51693,40489,675
221696,140177,16940
247197,84515,0
1838084,204500,150540
98533,53642,3372
132377,22758,1300
159272,69433,460
94152,50170,820
104116,75471,420
91431,49441,700
511718,137922,42590
245545,46452,0
145561,98323,1283
140685,43478,26200
230133,107712,2904
557980,105779,2870
166678,103829,270
1054368,237951,3540
106235,41533,0
83375,63827,540
310182,160861,50
1081096,152123,57573
166397,60773,1169
206240,101966,0
275448,131982,584
123525,50479,2715
424000,179106,83620
117752,64439,11175
201483,92936,7469
121693,66931,0
465720,129751,0
128345,63067,1200
122338,55480,650
261282,144465,6040
48033,27340,0
585904,173826,0
57374,34422,150
111342,73024,864
342885,115187,0
204494,72455,455
582614,196439,40600
72030,15203,0
732268,157844,0
197027,95324,2550
228534,111732,1100
182263,77731,2645
79640,45432,0
43134,48383,870
69562,40935,0
270540,44481,0
51285,18696,0
882058,147699,400
47996,34835,0
219178,89259,34047
115520,107073,0
79832,65043,280
938692,257864,12100
152074,76024,28050
25784,16108,0
95385,83790,470
99766,58263,550
156633,64973,0
362000,131181,0
207034,48770,0
200330,67116,850
259815,151236,4750
103320,57365,807
32533,23423,0
195240,78704,1290
97236,33535,0
123337,21944,1450
238590,127397,0
89051,27357,0
197112,61061,5780
142440,19412,0
128515,101011,6780
140670,67405,0
133265,79631,1320
469767,185551,630
88759,46568,3190
49125,26557,0
214270,73569,6500
393356,138254,1700
234392,141462,150
132753,63979,11950
123015,47622,0
263200,197647,14699
796289,82761,0
34470,13738,0
65650,37162,2330
183335,74415,1470
393884,154859,600
214503,96530,6750
200436,87676,840
535899,92464,37850
53270,22532,0
233632,80346,1000
121790,60634,0
88190,30406,0
281647,97174,70
68680,22170,0
111779,61668,665
475463,40074,0
271384,83286,490
567983,194705,69036
151395,59989,4000
155060,79460,0
121450,53832,2370
120310,66654,0
475468,151847,2000
305669,78481,75287
252475,186486,15210
232823,117962,600
121691,75510,9280
310000,113107,13500
193065,115533,635
213535,95947,14200
161080,121206,1980
193910,65775,685
49331,26361,0
408653,97646,12130
180088,61726,0
136858,76241,4231
93426,61270,0
130635,88105,5500
152434,108702,11730
184638,114901,870
81200,28604,0
99325,54600,2175
97712,74751,2030
324706,163439,600
132300,55860,500
129178,53001,17631
148451,70055,2235
143562,65515,7850
272304,104975,6000
38139,9224,0
70087,39866,0
619710,138178,0
94495,35314,450
670403,216914,34000
87348,60319,396
144624,69904,0
136387,68226,1705
159800,92759,180
188100,53930,8760
44304,27715,0
70651,40350,0
86144,63163,700
170980,71843,1150
174235,95059,13460
790140,207789,150
153874,60189,1451
36136,25013,0
136220,43208,13900
142449,76079,1415
240268,86426,0
395084,85826,11060
119210,55993,0
130497,91830,15190
122450,70046,2450
396520,159503,2300
243300,94984,950
347418,92921,0
152003,42531,0
132998,89023,1150
270807,87770,2210
89023,52734,310
230568,88603,1920
441064,156733,39643
143911,52334,2300
123854,55404,17700
328247,126334,0
462595,100493,1650
171720,96889,0
442775,71056,2000
100714,54660,810
205420,45033,1120
182457,49494,620
200045,88498,0
145744,55192,170
412367,103792,20440
119029,62780,510
378450,81447,11450
97600,51826,536
97608,37238,0
72808,51780,0
320490,50529,0
118704,51707,0
153410,57331,22800
209159,63008,5027
91930,26343,0
127102,56805,1485
80448,43808,9028
243422,80892,42320
101350,52686,0
105639,83270,750
2546912,229260,110220
86324,46860,2510
189443,85754,0
143419,53155,2200
62219,42070,535
140905,45379,0
118030,62635,100
75880,56561,0
735148,162060,18100
527100,117218,12525
63140,51422,774
191652,37216,0
139640,66612,1245
91290,62110,550
93334,41253,405
281236,56971,0
222662,78398,19200
477246,161643,0
263570,146459,39340
455937,193533,49300
238817,106729,150
77750,38238,0
121150,53320,0
93690,63170,3450
98910,78022,0
224758,91064,7250
84601,38807,0
116515,66313,1600
113368,104264,1850
67548,34917,100
282409,166999,9100
214878,71458,1665
649771,120572,0
380369,121262,7150
104372,66389,868
75212,33600,650
636222,667876,27310
281215,91509,990
76800,40087,0
117610,64420,0
595225,127789,200
210634,92710,15160
257089,91067,16065
101704,71740,0
327592,240909,930
176650,81936,20100
261626,83547,1850
298600,101954,0
195623,105387,985
166169,54212,0
331722,94464,1000
302232,65418,0
162648,791848,1145
136069,73707,0
117990,44051,0
58347,38296,1030
59579,30629,0
241264,70725,600
111596,90765,0
237835,58988,920
940620,493457,380
402168,156753,33600
474401,141012,16980
162897,68627,0
146020,35728,0
92724,46936,0
509426,96330,0
218824,64097,0
44498,40260,0
107833,53827,3132
76460,54181,800
146560,60011,11390
98170,44430,0
107940,49671,0
78776,49718,0
117800,54092,1800
70069,14124,0
53598,27871,1950
135431,40657,0
126110,113430,8530
379926,140442,2400
166459,102622,550
94270,77556,1500
323835,68119,50200
82950,50363,1050
331584,603297,47300
170910,101743,1020
115855,36277,0
350405,144660,1460
121811,73564,705
345708,122557,20550
327110,96289,5940
123260,66625,1760
236780,81219,0
229760,97161,12700
170476,58052,0
67908,37178,0
186352,85954,900
145874,60197,0
86931,35453,0
485904,111608,13348
46188,24540,0
159057,78750,425
143319,61726,12236
323925,142099,27030
174170,64670,0
159497,76133,800
69225,32170,5740
566200,101653,91200
94397,59636,150
110090,76444,1050
615310,216424,2200
184805,45207,0
212011,88852,990
82025,57760,1895
212255,122130,700
228440,88355,3160
173346,75935,11690
139020,75696,280
312062,108994,0
202600,70579,2270
91620,51704,800
177602,64410,8116
313410,162897,10700
58696,27022,0
381336,134139,24000
254352,46347,15400
98730,66582,1110
136492,69092,18017
234636,100907,4340
61476,27247,400
135013,52459,0
139872,75696,1150
236258,78387,53500
60984,65177,0
183252,69702,4600
186233,84386,2604
52582,15615,0
179160,81799,465
52119,31570,0
1138000,176472,0
63114,15366,0
162190,100654,4000
332605,63065,2000
674285,168533,0
124502,74504,5000
315119,120076,3355
102320,86147,2260
88915,58565,1025
99476,70885,250
127567,100261,2050
163770,56119,0
111115,64102,630
354840,160271,1560
106273,48398,0
226890,94678,2350
133263,93145,1900
85566,34582,0
52071,23188,444
537002,178256,0
67432,35784,0
2029943,191472,0
73752,33166,0
329260,172830,350
85586,45393,570
612318,98320,0
339519,176040,1580
98205,52199,615
103175,57516,60
654682,310591,4760
402140,96635,0
1559930,273116,91000
149324,57239,0
845500,126078,0
78919,52654,670
126425,58724,900
78933,52277,1100
891201,236414,6960
258920,79745,28400
104174,21370,0
74700,32015,950
315870,110187,17300
302992,128436,1200
117191,58416,100
220702,107325,110
117830,68970,100
36977,18979,0
391230,60963,270
1028222,153479,0
107202,58666,610
127967,52123,950
110196,56098,800
149188,54563,1340
119581,60004,350
131758,44933,13000
185100,47676,4800
368851,122495,6065
91998,45409,1330
265546,35206,0
53660,51235,0
91703,38607,360
320675,112157,500
55945,32874,0
283372,79202,3510
80120,46857,0
100282,48105,15920
109225,77566,3220
262825,79345,0
183052,87640,0
82490,53735,0
185760,90145,1220
92350,53732,595
195036,105113,2540
32213,25297,692
637430,149631,0
160512,113592,4425
518805,139804,51300
1426285,237884,13300
486628,274609,800
103193,38001,1520
344900,123944,2060
97100,59999,0
134570,56904,750
293842,138340,0
105228,44749,2970
130623,61175,0
298538,82829,0
70700,44332,350
76184,30032,0
94785,46067,390
167287,68808,3555
261098,106032,550
45705,27787,0
135231,75781,1855
308805,127890,27330
261420,98849,1995
90885,41679,400
157685,56013,1170
358677,129825,0
90949,58580,1700
273240,111216,790
181915,86122,14676
74232,54127,100
192673,108242,1210
185727,54063,330
87246,62862,1100
228647,44151,0
112386,74778,165
52730,36130,680
541874,72496,0
1271949,152929,0
96968,79194,820
168235,65396,7737
110618,44899,0
132945,117341,1680
169238,106794,4355
156900,84865,4160
110918,44056,25130
52558,18396,0
745504,108008,47984
98532,60107,0
634376,94896,15400
98050,39694,0
83010,52607,450
79920,34827,0
232690,90851,31205
236315,107517,2140
603100,225636,23775
469988,141234,0
619194,88388,0
382900,102066,18135
87160,42103,0
149482,58365,1725
170331,64714,0
106585,55817,0
415275,129864,5260
295829,75027,20780
84330,45509,0
251234,115903,2550
74746,47165,8810
122640,55923,0
443582,152363,27650
180073,70295,0
72388,37357,100
190720,60800,17469
212249,92428,7300
176667,94479,8180
348890,95898,350
153684,119207,160
100713,50703,580
78201,38914,0
100705,55822,1200
538144,91060,0
357245,131000,1840
166414,61160,3462
46745,24233,0
297209,141221,1780
164896,85662,0
137580,84826,20820
545474,71400,0
55104,30734,0
123712,61793,0
998235,202412,0
314712,66717,12500
130833,51807,0
227194,159911,0
602420,114992,27667
220715,96880,0
98965,56175,0
707626,180358,24900
126798,63866,9120
198102,49901,0
368780,35155,0
454165,214866,56170
126080,50031,0
352368,162192,0
141543,67070,0
59540,21950,950
294121,86994,4000
341487,123144,4231
80962,23080,15700
155348,48345,0
167328,73942,950
212135,99796,1780
711687,117252,33300
137443,90534,1445
1398798,183561,11500
191954,95062,2975
408302,156196,26390
183630,77020,350
285036,98012,0
159300,70269,6315
93980,25596,0
111154,53648,421
277620,95581,9500
135010,64500,0
147797,47618,0
83720,36934,0
133969,54130,48560
119953,45013,4755
1013690,182338,30600
232120,173213,25400
131961,59394,970
269199,111775,57820
153768,38273,520
80881,50495,0
191164,104941,870
115346,61345,2380
138478,94269,12495
1103208,139855,21500
443280,42727,0
269693,126710,830
687960,116543,28700
146064,73293,23575
92052,53785,390
141045,65031,0
259674,219565,2770
244932,140198,2000
119500,33104,4225
91371,49603,1210
1538900,525265,64500
105286,60689,0
422724,102892,2040
238930,65789,0
134600,78593,200
64018,45012,585
96583,63970,2266
92520,44020,840
115982,35313,0
113967,55281,620
318715,143765,11490
137406,96136,1360
386420,82460,0
228838,72118,1860
693868,240747,6660
190010,155568,1500
152434,74307,0
198011,78518,250
151340,63726,2490
200457,53601,0
191177,89623,13480
255070,61479,910
268134,168268,2630
110240,64214,0
86184,36004,0
81006,48742,360
128666,76564,2615
260968,91646,6890
197038,88182,2040
84749,45726,1840
270365,163573,1600
205139,58933,1500
93952,55780,0
137858,55121,868
203555,51981,8600
182050,123061,1230
96477,48534,2990
314076,169812,0
262674,111269,22586
377060,76389,1500
26175,22443,0
208230,78345,750
206309,77698,0
55880,40591,1660
67110,24733,0
380228,91586,0
253072,93857,600
97434,57013,0
512636,135850,22000
109712,67742,3135
151462,72978,800
125416,86790,1250
337549,107155,26200
319872,83703,21805
108032,77542,90
328191,157247,14624
103520,65916,300
70450,47016,900
172500,69529,0
123065,47392,0
409990,92862,2000
253576,111881,95
310542,85546,1500
341773,103628,4752
116833,68830,2860
162704,53084,345
435930,121188,13230
225300,85439,0
139299,79571,1080
93335,49754,0
534614,129897,550
542160,103940,16870
73002,54778,1678
79680,49318,658
1131795,315557,92250
284240,222733,50200
269095,52003,17250
104396,35843,200
86100,45318,1050
194495,97860,500
157507,82698,3762
109730,69780,830
241977,114716,9025
107244,58182,440
236865,87992,0
90330,39671,2990
430148,133123,3590
185265,69269,0
163153,57658,4120
155230,76502,1735
110710,67645,0
242283,122823,1320
316700,151377,3800
82200,25053,0
236600,91048,3985
188349,105244,2230
438554,190471,1310
100551,56902,1020
247630,107202,0
300390,128267,3925
87817,56297,34050
125997,50707,12500
84939,40459,200
553988,91324,30392
57285,30801,0
233286,60063,980
97042,58607,300
340750,113346,1080
111342,58268,2779
84715,64417,750
84973,42383,0
142678,55167,0
794084,179889,75450
102685,38361,870
591484,247300,3595
162863,81117,841
218752,108843,720
524844,229874,7090
265679,117397,2120
155679,115021,950
351355,83473,9500
79968,55999,0
87613,45556,0
105418,65907,2350
86520,53201,1190
179250,105895,1500
79925,48761,100
47630,23140,0
120720,49712,2680
332878,75454,0
159700,82929,20800
46609,20824,0
455237,77054,0
159825,82175,800
149025,105874,680
148826,53773,0
44426,25438,0
266593,117034,0
72412,31152,750
181397,86607,6845
269560,126414,3010
149103,48026,0
317438,88061,0
565677,134298,4040
172305,61599,600
132944,90302,0
200320,122222,1020
175244,92660,1200
273108,75980,0
265387,119283,3725
105600,49900,0
105565,47899,1830
85790,32249,0
180600,59069,1026
50722,32554,0
111250,59705,2757
180768,89084,2510
229353,48794,750
106937,62590,0
109223,73600,150
96551,75362,2360
239966,114776,0
59546,19233,0
174440,92792,0
51284,41999,600
157714,56166,1949
116545,48335,490
238074,99298,460
97579,52787,0
77953,57209,555
188160,101968,0
224618,119800,0
199160,78325,1700
376313,156117,1520
658398,184637,47140
231520,61217,770
227008,110280,8800
69402,34165,75
250267,116323,2030
114212,61932,4100
440835,170045,0
227340,52657,0
671062,208380,0
156700,122985,1365
84998,42165,1050
92228,68153,630
298381,155688,340
645841,183002,66005
41448,17894,0
98925,51528,2400
408882,91835,0
200110,91882,0
877830,162905,3448
143861,80235,0
152473,35952,0
273878,108170,1640
97502,61705,1550
176160,78776,1510
55207,57637,1750
217102,75759,36950
183730,71877,4860
920018,229452,94961
687474,140957,0
179542,74542,22000
99660,61202,540
108160,67860,0
927593,161356,17650
78944,48490,1470
470510,101698,72160
1162500,301904,147200
308974,179940,150
221558,96188,3850
119233,48223,540
134883,58201,1879
279164,140161,1460
77777,84893,225
439562,126590,0
27433,17786,395
260322,99869,0
1548580,180539,48618
83082,54006,730
45650,42433,0
113552,48224,0
77908,47093,210
189387,66689,25340
106490,57198,2585
53068,40161,690
135232,59614,3850
441258,163157,1600
252025,163958,36205
253135,54209,0
111132,74864,2509
480778,86304,0
694023,64692,24914
210956,63972,0
539988,151209,87915
152912,94920,0
66118,44909,1500
99923,55217,1070
87834,36476,0
33020,24467,0
320102,98305,0
48695,25961,0
84385,52803,8270
73828,38536,200
134803,72106,750
92108,57392,1230
87380,53667,500
153250,53199,0
282704,110435,500
150371,53026,0
212404,88916,0
520308,164839,3400
119606,57398,860
115682,45624,0
130145,59998,1120
93685,73441,3190
195513,80629,0
544130,115448,0
78495,61400,1650
141718,91337,1830
144505,71369,1782
1027386,239399,9500
163035,54878,10590
67749,35583,800
105335,60425,668
135990,76736,6915
191468,70227,1770
575217,125516,6400
261415,69265,53800
95212,72330,3620
51995,27241,0
424400,120702,1900
80413,57496,0
314094,26388,0
178340,66920,710
337132,125015,3990
565651,134439,2740
486126,86212,100
114726,65400,0
58498,25707,0
134379,78618,450
81301,65208,1140
134640,93858,16530
285307,35971,510
96594,62447,110
87140,82318,830
450940,148504,17500
112346,92397,1150
130147,45713,0
131817,54124,1379
149202,61322,0
130430,56808,1130
191760,101529,1570
140115,62906,0
65592,38003,370
89234,45510,0
160399,108016,645
1595230,287873,220000
217700,102643,640
226998,69896,16000
156175,73568,27500
414472,171422,4550
290760,75876,19000
136541,96800,2050
217236,128775,1070
298365,77161,0
454705,73519,0
108014,41692,0
83460,49571,1195
367406,200629,11320
112020,43638,3120
113292,56503,2600
92719,54761,0
42660,27982,0
312865,119992,1327
117468,70047,1020
54804,28594,0
232562,83943,0
63380,61370,3460
177873,89258,530
124565,53066,0
181549,117064,4600
446965,117440,0
140560,70632,130
113850,63485,0
218255,78905,0
205156,80660,5800
622222,164871,11190
946296,57009,0
311845,80305,3370
272276,85692,2300
374346,38446,0
98548,58958,2570
445070,122751,39450
588832,75723,0
149043,122561,11804
745308,206291,11350
282340,72487,0
402008,87578,0
167736,56487,0
143090,50469,400
42352,25890,0
112156,47284,815
99190,61501,0
525210,152556,800
334461,150822,7050
128292,78896,0
408400,130246,54440
161200,24781,0
54090,25117,0
188290,95886,2622
98305,37688,250
132008,49357,390
71466,61274,2170
117660,70121,1300
122025,47830,620
316646,167833,795
299886,87605,19855
1165380,158236,0
392793,86799,50475
415208,81201,0
453752,118341,250
258546,59318,1190
27851,23161,270
102766,63140,710
193424,87542,0
105203,73299,2440
277450,63540,700
119625,64780,0
109235,41993,330
39265,13550,150
153187,71967,0
268000,197732,600
474146,124400,9840
88544,42875,80
115596,67557,800
216005,112214,5200
72117,44636,650
246048,153314,570
123477,66753,13300
213761,85971,260
902916,99363,2450
143727,70960,1630
120500,41685,0
28944,11856,0
92399,60926,790
102387,57304,0
100472,32300,6300
62870,39462,225
286072,116210,1085
801098,65005,0
195515,96683,0
521200,163269,1570
42379,28345,0
269659,51992,0
439056,183257,22225
20011,15345,0
146763,102385,1785
352952,93499,12200
239106,90716,730
145745,67090,24340
184290,65464,730
126110,41750,0
172810,68898,1840
240160,99048,9500
56205,22474,0
442803,193579,84100
516779,119799,2930
129509,74914,105
721482,57928,8500
66386,44627,48
82639,37336,860
198545,142709,385
160198,48406,0
358317,137208,16000
151350,73393,0
99582,54518,832
603781,128846,19500
353144,99459,0
166910,76651,14067
425200,90280,95200
272969,111301,3600
159980,85616,7334
326090,142485,26300
215349,96025,7950
150408,73640,740
137380,73533,0
65273,25631,0
792365,187699,1150
199615,85386,1090
398094,140469,12100
94681,45645,1800
103694,42305,800
844160,250037,82250
168271,76289,227
91849,72119,2900
95570,48203,2445
84615,41645,1710
110870,64305,250
55932,39772,660
62440,52209,760
222352,87866,9280
291203,146074,3540
245640,117222,5300
194700,111902,300
202652,80539,0
111371,47633,2012
89810,72161,1275
284491,127367,1370
58110,24439,0
90881,28806,0
206115,45501,3754
278324,107225,18120
223178,85767,0
75122,39445,550
61518,38677,0
79153,34977,395
166435,78521,1811
253296,121571,0
260298,141837,0
169483,86669,430
92922,36408,445
94135,41557,1910
382860,100417,66900
98880,55640,26520
2424310,434908,55000
180486,94559,2244
132122,65759,200
35637,17009,0
133370,69898,2125
1335390,97613,0
451688,137551,8620
160690,60761,485
702246,119267,5229
239150,126597,15700
18756,29684,0
390072,93919,0
227968,109451,0
152094,64120,380
120592,57371,100
96925,42921,785
196867,62675,44850
101562,175720,300
425947,144715,5310
177408,88775,0
44940,33083,0
229427,161311,11563
39012,19193,0
258036,105916,770
374128,93766,1500
112860,61362,1075
209548,94992,20090
77938,67498,3360
162467,55937,7900
114959,61706,5
760397,163978,23450
227640,152725,12060
173271,124622,14500
90489,47429,1100
92542,41066,0
140574,75472,0
196160,80137,1100
112710,79547,1110
282810,125379,15100
90350,60954,1550
304777,110978,1875
868494,86909,0
576190,201316,0
112169,79057,4975
123800,59979,0
571300,126230,0
4005640,321779,246200
721946,155745,0
86460,47934,182
272050,94000,9100
398643,139225,1280
79106,66302,656
96475,63631,1225
279353,79594,5454
194550,54462,440
219822,70902,420
245153,135932,5039
1036570,258971,0
346577,84361,50380
93375,23723,0
109561,57587,550
60110,34224,0
468660,135115,20530
1234780,291403,85720
106290,49689,10170
491179,142004,20551
103760,37114,0
90089,60757,1095
106970,56469,0
134956,57530,10800
141260,57194,43780
244638,151733,6200
491870,160573,1080
56776,43577,0
88996,57494,1545
104439,76226,962
102577,38499,0
143918,51113,0
175995,74046,2885
71182,51475,520
127660,57932,1230
106840,46442,883
148140,88180,1985
616761,115340,15850
343024,113143,2230
415402,105675,9810
81868,38169,400
42378,12300,0
113500,44734,150
443060,86640,25000
156048,33988,27770
1584938,380357,106000
198420,78638,630
388518,84551,0
31693,16210,0
158260,44622,0
141320,54162,380
349807,107213,555
288785,136741,23920
90235,49961,26990
71316,117073,8095
283990,92802,24550
374882,72894,0
141991,43447,0
318240,109857,1390
390657,157625,71840
298426,105227,0
341404,167046,1250
160768,70956,2460
77260,37194,1970
124631,67954,490
230400,86671,2260
156600,73882,0
127990,75835,9470
79487,31299,0
95917,27428,1155
253200,104729,0
247130,130397,0
170655,97042,0
358708,123553,23760
449773,198031,4750
183828,116421,1980
70088,32476,0
125020,40775,0
110261,71615,3790
139533,63548,0
90803,58927,360
252000,95320,9500
212700,78317,0
213528,74122,4280
34344,18601,0
341650,93459,67850
1278446,125904,11990
128434,37246,0
146996,53298,686
104502,30577,0
722025,129014,42068
101900,35925,14550
337750,103539,0
418572,197286,24300
151072,19469,0
821833,169516,64700
226162,77005,1450
312096,60736,0
109890,37274,730
129385,57006,2995
1598270,278389,87000
450217,187018,0
425155,87749,27950
136934,86715,300
68633,41587,1935
1167600,173492,130000
281529,99468,1900
55458,34793,0
65793,43690,372
126340,70842,0
222560,105871,36983
162449,109827,1660
495070,105382,4304
139057,42834,19000
54464,38298,340
356765,79334,20500
76486,38589,0
351990,171879,0
83167,49070,0
229950,90347,584
468532,253572,11820
186460,46021,700
570324,136028,0
75511,48181,0
500477,165508,0
406480,129004,1878
226042,95097,3090
560900,85808,2520
158740,93169,11105
192246,149620,1790
92920,63154,580
500356,100556,680
144248,69365,0
58139,16893,250
388540,122446,1030
132875,69216,0
74755,48255,300
690190,168827,5650
72842,44366,1010
213740,94598,12545
207570,86687,856
58470,30666,0
966098,184651,50800
79475,38975,0
581887,170084,2415
214350,90606,7290
511900,166848,2570
70458,44622,0
128629,27615,0
255607,66623,20000
156558,47152,600
193055,63565,325
89039,34327,0
747228,117453,101000
87768,47006,6700
149982,87841,0
354416,127227,46200
141389,65338,1590
373734,102971,0
170884,67266,0
175781,77513,784
510937,261778,51639
141244,26613,0
593491,145610,670
53158,43001,910
200660,101017,750
100452,36199,600
585328,138991,0
118245,74614,2440
771424,254717,22569
70467,46259,250
110397,138659,9640
92375,54391,2995
567200,181322,143600
361800,119548,2370
398565,78352,11770
113421,56057,770
177920,101471,600
148455,90922,3180
631376,230343,35800
147499,112431,1370
305292,125236,925
91480,37729,0
598885,147243,700
103895,45417,900
137187,36335,0
258762,162424,2260
118285,62838,850
115235,69418,150
277327,74145,1450
184334,93240,0
72595,49696,710
134015,95584,370
195330,66106,1730
101572,68042,630
413748,101472,38200
418363,173066,13100
195642,80947,31990
126106,55039,6675
79770,48432,660
1245730,145218,49560
75340,40015,0
321763,130463,500
187544,96755,12950
138260,71008,150
86982,41463,15000
219657,116029,930
1123410,111235,18000
129352,70904,200
131425,77004,0
82955,47463,675
154043,66613,0
369249,216100,3100
226774,86342,0
307990,102044,8200
173894,75203,4030
236755,103066,872
223950,129427,10500
180765,55332,1040
370253,129910,13500
112723,43886,0
195351,79689,910
43155,29211,60
499529,173200,0
69809,46017,0
110770,44370,0
59672,40092,0
702160,168680,66325
164395,90939,3510
54656,31075,1400
403454,83794,23200
104392,60447,870
102999,73950,1700
451737,104474,39500
481202,131357,1220
78230,74430,1225
117835,47973,0
97951,60294,0
78195,33374,1775
38434,15805,0
212221,77964,0
53600,39443,0
117750,50119,1950
31724,8977,0
102365,90410,1500
570341,179136,23700
102580,70588,1400
276040,75777,45280
634600,158174,112000
411571,140453,31000
180846,103523,1100
75925,48563,2361
143659,60760,9550
1194404,204365,49150
87752,64503,380
95555,46684,0
399441,116473,0
289046,142346,1420
158600,45135,0
93526,49892,0
267389,105718,815
48612,23508,510
152433,36797,0
132535,68192,948
128462,58097,690
77430,45246,0
492615,131904,0
343167,120405,360
73627,41919,0
344190,111473,0
127598,63885,12450
973780,199416,29080
257234,96576,14250
123868,70571,990
270834,65252,0
32809,19922,635
507420,165014,1542
211086,63788,949
102897,27888,0
102492,65702,8108
238810,84821,0
87281,43156,1675
87381,38935,925
141635,88011,26400
509220,122853,58670
192145,79096,810
320393,57275,850
268365,98548,0
337309,74646,0
103025,37147,200
158390,66721,0
97358,61670,1100
137029,85504,6600
146575,58284,150
239200,127903,900
106157,31779,300
123078,54841,150
96190,65392,1210
196380,84197,820
96407,39912,0
106096,67584,50
114593,73335,2200
117269,83174,660
804460,117018,5000
163435,117873,17800
157491,62868,586
56935,19702,0
234928,75250,1300
387348,72518,6900
160710,60646,250
306600,127807,0
169382,87108,1000
125970,98883,280
450919,85160,2160
243850,31679,0
217124,71581,15033
72712,51958,586
79825,47715,2190
77495,41452,1370
906167,243554,26280
134171,67493,1100
110987,43025,1096
160946,93436,200
588285,121392,9750
160010,78852,10700
288026,90968,3140
113060,68816,500
146622,43560,0
382940,131176,0
269900,86463,0
463032,158948,37500
129074,89532,1885
121815,64045,500
383064,133657,6000
50194,35240,1270
106333,70367,1260
243630,90400,1940
106372,51834,470
97907,54804,560
78789,22746,0
81467,56518,300
340752,117027,16000
232147,70580,650
105463,41552,23515
138634,61614,3600
198022,93480,0
95771,59613,680
1084086,203746,0
59600,33759,2100
116092,69459,17688
243505,91508,50100
183893,55320,0
177410,56096,3330
169282,80833,23200
120710,77248,790
127781,107579,6200
247995,95434,590
210396,72870,380
116495,37748,30880
341999,90624,0
271817,116990,1150
1554950,168689,47450
310120,119342,7350
253679,64924,0
141880,54581,0
775400,165999,36000
52163,33354,0
146600,66854,12000
365762,109059,2430
259690,73687,0
436784,167330,0
185970,103235,372
152815,112073,1480
46828,17284,0
54898,47927,150
427337,101599,51600
4942530,213265,36870
120400,76093,300
397002,149034,0
211035,89072,0
260340,230695,140
151520,70029,1550
779395,170582,3180
88020,29198,0
190200,38469,0
58770,30783,0
55232,40449,310
116605,45272,0
263000,88376,0
180800,94744,1620
205100,48122,0
124612,38908,0
188210,104062,549
98355,38522,0
549687,143181,1600
283370,63606,0
93310,31316,0
280498,161672,3720
873234,103244,58170
110496,67934,4880
534211,118637,0
189123,75681,400
140218,36946,0
115400,73050,1000
260851,151825,1150
103216,53236,2750
166277,68913,9250
73766,50591,0
1040616,178928,11755
92668,52988,1420
144840,94199,8600
186673,72545,0
137084,67770,1200
777500,151189,1600
98048,71334,1210
90484,57413,1877
55620,27026,175
176190,86966,70
100796,68538,975
84290,37786,890
151593,40567,0
70140,48420,225
48357,54227,720
268919,98010,14500
934852,223910,65000
48490,20987,0
124896,45325,625
31623,24893,0
89560,82054,0
457838,276122,8140
231245,31295,0
63186,52402,760
352300,65760,0
225036,110894,4300
169520,67798,0
197060,67998,0
